,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,sex_M,address_R,famsize_LE3,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,GPA
145,15,1,1,1,2,0,4,4,2,1,2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,10.0
146,15,3,2,1,2,3,3,3,2,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,4.333333333333333
147,15,1,2,1,2,0,4,3,2,1,1,5,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,10.666666666666666
148,16,4,4,1,1,0,3,3,2,2,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,4.333333333333333
149,15,2,1,4,1,3,4,5,5,2,5,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,9.0
150,18,1,1,1,1,3,2,3,5,2,5,4,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,3.6666666666666665
151,16,2,1,1,1,1,4,4,4,3,5,5,6,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,13.0
152,15,3,3,2,3,2,4,2,1,2,3,3,8,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,10.0
153,19,3,2,1,1,3,4,5,4,1,1,4,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1.6666666666666667
154,17,4,4,1,1,0,4,2,1,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,11.333333333333334
155,15,2,3,1,2,0,4,4,4,1,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,9.0
156,17,1,2,1,1,0,2,2,2,3,3,5,8,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,13.666666666666666
157,18,1,1,3,1,3,5,2,5,1,5,4,6,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,9.0
158,16,2,2,3,1,0,4,2,2,1,2,3,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15.666666666666666
159,16,3,3,1,2,1,4,5,5,4,4,5,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,11.333333333333334
160,17,2,1,2,1,2,3,3,2,2,2,5,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,4.333333333333333
161,15,3,2,2,2,2,4,4,4,1,4,3,6,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,7.0
162,16,1,2,2,1,1,4,4,4,2,4,5,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2.3333333333333335
163,17,1,3,1,1,0,5,3,3,1,4,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10.0
164,17,1,1,4,2,3,5,3,5,1,5,5,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,6.666666666666667
165,16,3,2,2,1,1,4,5,2,1,1,2,16,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,11.666666666666666
166,16,2,2,1,2,0,4,3,5,2,4,4,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10.0
167,16,4,2,1,2,0,4,2,3,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,15.0
168,16,2,2,1,2,0,5,1,5,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,4.333333333333333
169,16,4,4,1,2,0,4,4,2,1,1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,14.0
170,16,3,4,3,1,2,3,4,5,2,4,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,3.6666666666666665
171,16,1,0,2,2,0,4,3,2,1,1,3,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,14.666666666666666
172,17,4,4,1,2,0,4,4,4,1,3,5,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,11.333333333333334
173,16,1,3,1,2,3,4,3,5,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,5.0
174,16,3,3,2,2,0,4,4,5,1,1,4,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,10.0
175,17,4,3,2,2,0,4,4,4,4,4,4,4,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,9.333333333333334
176,16,2,2,2,2,0,3,4,4,1,4,5,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,12.333333333333334
177,17,3,3,1,2,0,4,3,4,1,4,4,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,5.666666666666667
178,16,4,2,1,1,0,4,3,3,3,4,3,10,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,9.0
179,17,4,3,1,2,0,5,2,3,1,1,2,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,10.333333333333334
180,16,4,3,1,2,0,3,4,3,2,3,3,10,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,8.333333333333334
181,16,3,3,1,2,0,4,2,3,1,2,3,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,12.333333333333334
182,17,2,4,1,2,0,5,4,2,2,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,16.666666666666668
183,17,3,3,1,2,0,5,3,3,2,3,1,56,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,8.666666666666666
184,16,3,2,1,2,0,1,2,2,1,2,1,14,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,12.333333333333334
185,17,3,3,1,2,0,4,3,4,2,3,4,12,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,11.666666666666666
186,16,1,2,1,1,0,3,3,3,1,2,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,11.333333333333334
187,16,2,1,1,2,0,4,2,3,1,2,5,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,15.0
188,17,3,3,1,2,0,3,3,3,1,3,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,8.0
189,17,1,2,1,2,0,3,1,3,1,5,3,4,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,9.0
190,16,2,3,1,2,0,4,3,3,1,1,2,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,12.0
191,17,1,1,1,2,0,5,3,3,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,8.333333333333334
192,17,1,2,2,2,0,4,4,4,4,5,5,12,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,7.666666666666667
193,16,3,3,1,1,0,4,3,2,3,4,5,8,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,9.0
194,16,2,3,2,1,0,5,3,3,1,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,13.666666666666666
195,17,2,4,1,2,0,4,3,2,1,1,5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,14.666666666666666
196,17,4,4,1,1,0,5,2,3,1,2,5,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,16.0
197,16,3,3,3,1,0,3,3,4,3,5,3,8,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,9.333333333333334
198,17,4,4,2,1,1,4,2,4,2,3,2,24,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,18.0
199,16,4,4,1,2,0,4,5,2,1,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,9.333333333333334
200,16,4,3,1,2,0,4,3,5,1,5,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,16.0
201,16,2,3,1,2,0,4,4,3,1,3,4,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,9.333333333333334
202,17,1,1,1,2,0,4,4,4,1,3,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,9.333333333333334
203,17,2,2,1,1,0,5,3,2,1,2,3,18,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,6.333333333333333
204,16,2,2,2,4,0,5,3,5,1,1,5,6,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,10.333333333333334
205,17,3,4,1,3,1,4,4,3,3,4,5,28,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,9.333333333333334
206,16,3,1,1,2,3,2,3,3,2,2,4,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,7.0
207,16,4,3,1,2,0,1,3,2,1,1,1,10,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,12.0
208,16,1,1,2,1,0,4,3,2,1,4,5,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,9.333333333333334
209,17,4,3,2,3,0,4,4,2,1,1,4,6,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,7.0
210,19,3,3,1,4,0,4,3,3,1,2,3,10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,8.0
211,17,4,4,1,2,0,5,3,5,4,5,3,13,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,12.333333333333334
212,16,2,2,1,2,0,3,3,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,13.0
213,18,2,2,1,2,1,4,4,4,2,4,5,15,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,7.0
214,17,4,4,1,1,0,5,2,1,1,2,3,12,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,9.333333333333334
215,17,3,2,2,2,0,4,4,4,1,3,1,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,14.666666666666666
216,17,4,3,1,2,2,3,4,5,2,4,1,22,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,5.333333333333333
217,18,3,3,1,2,1,3,2,4,2,4,4,13,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,6.666666666666667
218,17,2,3,2,1,0,3,3,3,1,4,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,7.333333333333333
219,17,2,2,1,3,0,4,3,3,1,1,4,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,9.666666666666666
220,17,2,1,2,2,0,4,2,5,1,2,5,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,6.0
221,17,1,1,1,3,1,4,3,4,1,1,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,3.6666666666666665
222,16,2,3,1,2,0,2,3,1,1,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,16.333333333333332
223,18,2,2,2,2,0,3,3,3,5,5,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,12.666666666666666
224,16,4,4,1,3,0,5,3,2,1,1,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,13.333333333333334
225,18,3,1,1,2,1,5,3,3,1,1,4,16,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,8.0
226,17,3,2,1,2,0,5,3,4,1,3,3,10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,15.333333333333334
227,17,2,3,1,2,0,5,3,3,1,3,3,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,11.666666666666666
228,18,2,1,4,2,0,4,3,2,4,5,3,14,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,9.0
229,17,2,1,2,3,0,3,2,3,1,2,3,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,11.333333333333334
230,17,4,3,1,2,0,3,2,3,1,2,3,14,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,13.333333333333334
231,17,2,2,2,2,0,4,5,2,1,1,1,4,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,11.0
232,17,4,4,1,2,0,4,5,5,1,3,2,14,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,9.666666666666666
233,16,4,4,1,2,0,4,2,4,2,4,1,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,13.333333333333334
234,16,1,1,2,2,0,3,4,2,1,1,5,18,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,7.333333333333333
235,16,3,2,2,3,0,5,3,3,1,3,2,10,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,10.0
236,17,2,2,1,2,0,4,4,2,5,5,4,4,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,13.333333333333334
237,16,2,1,1,1,0,4,5,2,1,1,5,20,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,12.333333333333334
238,17,2,1,3,2,0,2,1,1,1,1,3,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,11.666666666666666
239,18,2,2,1,2,1,5,5,4,3,5,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,4.666666666666667
240,17,4,3,2,2,0,2,5,5,1,4,5,14,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,12.0
241,17,4,4,2,2,0,3,3,3,2,3,4,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,11.0
242,16,4,3,1,1,0,5,4,5,1,1,3,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2.0
243,16,4,4,1,1,0,5,3,2,1,2,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,12.333333333333334
244,18,2,1,2,3,0,4,4,4,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2.3333333333333335
245,16,2,1,3,1,0,4,3,3,1,1,4,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,18.0
246,17,2,3,2,1,0,5,2,2,1,1,2,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,12.333333333333334
247,22,3,1,1,1,3,5,4,5,5,5,1,16,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,7.333333333333333
248,18,3,3,1,2,1,4,3,3,1,3,5,8,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,4.333333333333333
249,16,0,2,1,1,0,4,3,2,2,4,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,14.333333333333334
250,18,3,2,2,1,1,4,4,5,2,4,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7.333333333333333
251,16,3,3,3,2,0,5,3,3,1,3,2,6,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,9.0
252,18,2,1,1,1,1,3,2,5,2,5,5,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.666666666666667
253,16,2,1,2,1,0,3,3,2,1,3,3,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8.333333333333334
254,17,2,1,1,1,0,4,4,2,2,4,5,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10.666666666666666
255,17,1,1,2,1,1,4,4,4,1,2,5,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,8.0
256,17,4,2,1,4,0,4,2,3,1,1,4,6,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,13.0
257,19,4,3,1,2,0,4,3,1,1,1,1,12,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,11.0
258,18,2,1,1,2,0,5,2,4,1,2,4,8,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,14.333333333333334
259,17,2,2,1,4,0,3,4,1,1,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,6.333333333333333
260,18,4,3,1,2,0,3,1,2,1,3,2,21,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,17.666666666666668
261,18,4,3,1,2,0,4,3,2,1,1,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,8.0
262,18,3,2,1,3,0,5,3,2,1,1,3,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12.333333333333334
263,17,3,3,1,3,0,3,2,3,1,1,4,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,9.333333333333334
264,18,2,2,1,3,0,4,3,3,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,6.333333333333333
265,18,3,4,2,2,0,4,2,5,3,4,1,13,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,17.0
266,17,3,1,1,2,0,5,4,4,3,4,5,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,9.333333333333334
267,18,4,4,2,2,0,4,3,4,2,2,4,8,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,11.0
268,18,4,2,1,2,0,5,4,5,1,3,5,10,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,9.666666666666666
269,18,2,1,2,2,0,4,3,5,1,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,2.0
270,19,3,3,1,2,2,4,3,5,3,3,5,15,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,9.0
271,18,2,3,1,4,0,4,5,5,1,3,2,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,14.333333333333334
272,18,1,1,2,2,0,4,4,3,1,1,3,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,11.0
273,17,1,2,1,2,0,3,5,2,2,2,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,14.333333333333334
274,17,2,4,2,2,0,4,3,3,1,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,10.0
275,17,2,2,2,2,0,4,4,4,2,3,5,6,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,12.0
276,18,3,2,2,2,0,4,1,1,1,1,5,75,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,9.333333333333334
277,18,4,4,2,1,0,3,2,4,1,4,3,22,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,9.0
278,18,4,4,1,2,1,2,4,4,1,1,4,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,8.333333333333334
279,18,4,3,2,1,0,4,2,3,1,2,1,8,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,10.333333333333334
280,17,4,1,2,1,0,4,5,4,2,4,5,30,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,8.0
281,17,3,2,1,1,1,4,4,4,3,4,3,19,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,10.0
282,18,1,1,2,4,0,5,2,2,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,12.0
283,18,1,1,2,2,0,5,4,4,1,1,4,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,9.0
284,17,2,2,1,2,0,5,4,5,1,2,5,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,10.0
285,17,1,1,1,2,0,4,3,3,1,2,4,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,11.0
286,18,2,2,1,3,0,4,3,3,1,2,2,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,18.333333333333332
287,17,1,1,1,3,0,4,3,3,1,1,3,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,12.333333333333334
288,18,2,1,1,3,0,4,2,4,1,3,2,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,14.333333333333334
289,18,4,4,1,2,0,5,4,3,1,1,2,9,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,14.333333333333334
290,18,4,2,1,2,0,4,3,2,1,4,5,11,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,11.333333333333334
291,17,4,3,1,3,0,4,2,2,1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,15.0
292,18,2,1,1,2,1,5,4,3,1,1,5,12,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,12.333333333333334
